#    Timestamp     Score     Threshold     Status   Raw Score   Component   Count
             0     0.530      0.450         0     0.32953         231       0
           219     0.403      0.781         1     0.31735         237      12
           435     0.667      1.164         1     0.61660         237      40
           603     0.685      1.293         1     0.59217         233      68
           802     0.692      1.243         1     0.70452         242     100
          1006     0.584      1.123         1     0.64367         239     122
          1201     0.634      1.028         1     0.70562         233     153
          1401     0.674      0.989         1     0.69682         246     181
          1603     0.623      0.938         1     0.56981         241     210
          1821     0.669      0.895         1     0.72018         238     243
          2002     0.685      0.876         1     0.70443         237     273
          2200     0.677      0.855         1     0.72298         234     306
          2405     0.680      0.837         1     0.59960         240     336
          2606     0.678      0.663         1     0.62897         245     366
          2801     0.654      0.537         0     0.65416         236     397
          3007     0.683      0.535         0     0.66450         236     429
          3203     0.681      0.535         0     0.73346         233     461
          3411     0.661      0.479         0     0.68874         232     493
          3614     0.643      0.466         0     0.66638         244     525
          3801     0.660      0.465         0     0.55502         243     554
          4001     0.671      0.466         0     0.64533         234     584
          4214     0.631      0.462         0     0.61504         234     614
          4400     0.681      0.463         0     0.70921         246     645
          4603     0.676      0.461         0     0.69847         232     674
          4804     0.647      0.460         0     0.76218         232     707
          5003     0.712      0.462         0     0.66023         231     739
          5200     0.674      0.463         0     0.68882         231     770
          5400     0.668      0.464         0     0.58460         237     798
          5602     0.680      0.465         0     0.68949         231     829
          5801     0.633      0.468         0     0.71364         233     860
          6009     0.681      0.468         0     0.72477         236     893
          6207     0.671      0.468         0     0.73112         233     924
          6404     0.681      0.467         0     0.64758         242     954
          6605     0.678      0.466         0     0.65393         238     984
          6816     0.696      0.464         0     0.65445         238    1016
          7013     0.691      0.464         0     0.68633         233    1048
          7219     0.684      0.465         0     0.66979         233    1080
          7403     0.654      0.466         0     0.68659         240    1111
          7606     0.649      0.467         0     0.61296         240    1140
          7807     0.665      0.466         0     0.56987         242    1168
          8003     0.644      0.467         0     0.56239         236    1198
          8206     0.701      0.469         0     0.62980         245    1230
          8400     0.657      0.469         0     0.67049         239    1264
          8603     0.670      0.469         0     0.65869         236    1295
          8800     0.667      0.468         0     0.57617         242    1324
          9003     0.687      0.470         0     0.70290         245    1356
          9203     0.715      0.471         0     0.72532         236    1388
          9408     0.681      0.472         0     0.65811         236    1419
          9602     0.672      0.472         0     0.69598         236    1451
          9818     0.688      0.470         0     0.71368         238    1484
         10001     0.682      0.469         0     0.71733         238    1514
         10200     0.678      0.466         0     0.73258         235    1544
         10404     0.674      0.464         0     0.52129         242    1574
         10600     0.679      0.461         0     0.68031         241    1605
         10801     0.678      0.459         0     0.74026         244    1635
         11010     0.651      0.459         0     0.73083         234    1665
         11202     0.660      0.459         0     0.56750         233    1695
         11400     0.679      0.461         0     0.64317         243    1726
         11604     0.689      0.460         0     0.71853         232    1758
         11803     0.689      0.458         0     0.77789         232    1790
         12000     0.693      0.458         0     0.72772         246    1820
         12202     0.672      0.459         0     0.62550         233    1852
         12405     0.709      0.460         0     0.76609         235    1885
         12601     0.699      0.461         0     0.69671         231    1915
         12808     0.676      0.461         0     0.62743         243    1945
         13008     0.692      0.461         0     0.60719         237    1978
         13201     0.654      0.462         0     0.63892         236    2006
         13400     0.686      0.462         0     0.70278         237    2039
         13601     0.634      0.464         0     0.61569         241    2072
         13808     0.672      0.461         0     0.62243         235    2102
         14000     0.664      0.461         0     0.68272         236    2133
         14201     0.678      0.462         0     0.70949         234    2166
         14401     0.657      0.463         0     0.62078         235    2198
         14602     0.653      0.465         0     0.71768         236    2229
         14804     0.704      0.466         0     0.78137         243    2261
         15005     0.663      0.463         0     0.62560         236    2293
         15205     0.652      0.462         0     0.66900         245    2325
         15412     0.687      0.463         0     0.73846         242    2356
         15602     0.670      0.463         0     0.71902         236    2387
         15800     0.661      0.463         0     0.65593         246    2416
         16000     0.680      0.464         0     0.64411         238    2446
         16201     0.686      0.463         0     0.68441         237    2479
         16406     0.693      0.465         0     0.72551         246    2511
         16603     0.695      0.464         0     0.72031         234    2543
         16802     0.689      0.463         0     0.71119         231    2573
         17005     0.680      0.461         0     0.76636         232    2604
         17201     0.687      0.460         0     0.71400         231    2638
         17418     0.685      0.460         0     0.69587         235    2670
         17608     0.673      0.460         0     0.65932         237    2702
